umn_plantID,common_name,scientific_name,height,spread,form,seasonal_interest,seasonal_interest_specific,flower_color,landscape_use,light,zone,soil,notes
789,McKay's White Potentilla,Potentilla fruticosa,3 ft,3 ft,Rounded,Spring; Fall,Soft green foliage throughout the growing season. White flowers begin blooming late spring and persist into fall.,White,Border; Foundation planting; Pollinator garden,Full sun,"3, 4, 5, 6, 7",Adaptable; Prefers well-drained; Tolerates alkaline; Tolerates dry,A sport of 'Katherine Dykes' introduced by McKay Nursery. A good alternate to Abbottswood. Good for pollinators. Blooms on old and new wood.
2842,Meadow Blazingstar,Liatris ligulistylis,60 in,12 in,Columnar; Upright,Late summer; Early fall,Purple flower spikes. Tall narrow plant narrow leaves.,Purple,Attract wildlife; Border; Cutting; Focal point; Foundation planting; Native; Natural planting; Pollinator garden; Prairie planting; Raingarden; Riparian planting,Full sun,"3, 4, 5, 6",Prefers evenly-moist; Prefers high organic matter; Tolerates dry,Alternate name: Northern plains blazing star
2715,Meadow Rue,Thalictrum aquilegifolium,36 in,12 in,Upright,Early summer;      Mid-summer,Delicate blue-green foliage with airy;  fluffy lilac purple flower panicles,Purple,Border,Full sun;      Part sun,"4, 5, 6, 7, 8",Prefers evenly-moist, 
505,Medora Juniper,Juniperus scopulorum,12 ft,6 ft,Pyramidal; Upright,Spring; Summer; Fall; Winter; Year-round,Blue-green foliage all year. Slender form., , ,Full sun,"3, 4, 5, 6, 7", ,A selection from the Badlands of North Dakota.  Needs little shearing; hardy and acclimated for the northern prairie states of the U.S. and the prairie provinces of Canada.
1093,Mellow Yellow¨ Spirea,Spiraea thunbergii,5 ft,5 ft,Arching;      Rounded,Spring;      Summer,white spring flowers - yellow foliage in summer - yellow fall color,White,Border;      Pollinator garden,Full sun;      Part sun,"4, 5, 6, 7, 8", ,A yellow leaved thunbergii type. Good for pollinators.
558,Merrill Magnolia,Magnolia x loebneri,30 ft,30 ft,Rounded; Upright, ,Large;  fragrant;  white flowers bloom before leaves appear in early spring. Young foliage has a bronze hue and turns deep green in summer.,White, ,Full sun,"4, 5, 6, 7",Prefers evenly-moist; Prefers high organic matter; Prefers well-drained,Intolerant of drought.
806,Mesabi Cherry,Prunus,12 ft,8 ft,Pyramidal, ,Spring flowers; long-stemmed;  semi-sweet red fruits;,White,Attract wildlife;  Edible landscape;  Fruit;  Natural planting;  Pollinator garden,Full sun,"4, 5, 6, 7, 8", ,Self-fertile. Good for pollinators.
1349,Metallica Crispa Bugleweed,Ajuga reptans,6 in,12 in,Creeping,Mid-spring; Early summer,Bronze-purple foliage with metallic highlights. Blue flowers bloom from spring-mid summer.,Blue,Border,Full shade; Full sun; Part shade; Part sun,"3, 4, 5, 6, 7, 8, 9, 10",Prefers evenly-moist; Tolerates dry,Good for planting under trees; tolerates dry
811,Meteor Cherry,Prunus,11 ft,10 ft,Rounded, ,Large;  bright red fruit in summer.,White,Attract wildlife;  Edible landscape;  Fruit;  Pollinator garden,Full sun,"4, 5, 6, 7, 8", ,Genetic dwarf. Introduced in 1952 by the University of MN. Fruit is slightly acidic in flavor and used for sauce or pie. Slightly hardier than 'North Star'. Self-fertile. Good for pollinators.
2746,Mexican Sunflower,Tithonia rotundifolia,54 in,20 in,Upright,Early summer;      Mid-summer;      Late summer,Reddish orange daisy-like flowers which attract butterflies,Orange,Border;      Pollinator garden,Full sun,Annual,Tolerates dry,Tolerates hot  dry conditions.  May require staking.
1150,Michel Buchner Lilac,Syringa vulgaris,10 ft,10 ft,Upright,Spring;     Summer,Double lilac fragrant spring flowers, ,Border;      Pollinator garden,Full sun,"3, 4, 5, 6, 7", ,An old French hybrid. Good for pollinators.
1300,Midnight Wine¨ Weigela,Weigela florida,1 ft,2 ft,Mound;     Compact,Summer,Burgundy/purple foliage and deep pink flowers,Pink,Border,Full sun,"4, 5, 6, 7, 8", ,Proven Winner¨ ColorChoice¨ Program. Marginally hardy to MN winters plant in protected location from winter wind and sun preferably East exposure.
882,Mikkeli Rhododendron,Rhododendron,6 ft,6 ft,Rounded,Spring,Large white flowers in spring with pink tinge and green flecks,White, ,Full sun;    Part sun,4, ,A Marjatta hybrid.
2446,Milliflora Petunias,Petunia x hybrida,10 in,10 in,Mound,Early summer;      Mid-summer;      Late summer,Lots of miniature 1 to 1 1/2 inch blossoms,Mixed,Border;      Container,Full sun,Annual,Prefers evenly-moist,Keep deadheaded for best bloom.
1554,Million Bells,Calibrachoa hybrid,10 in,36 in,Mound;     Spreading;     Trailing,Early summer;      Late summer;      Mid-summer,Small petunia-like flowers,Blue;  Brown; Orange;  Pink;  Red;  White;  Yellow,Container,Full sun;      Part sun,Annual, , 
2266,Million Gold Melampodium,Melampodium paludosum,18 in,36 in,Upright,Early summer;      Late summer;      Mid-summer,Attractive to bees and butterrflies,Yellow,Border,Full sun;      Part sun,Annual,Tolerates dry,Xeriscaping
2244,Minarette Lupine,Lupinus,24 in,24 in,Mound,Early summer, , ,Border;      Cutting;      Pollinator garden,Full sun,"3, 4, 5, 6, 7",Prefers evenly-moist;      Prefers well-drained;      Prefers acidic, 
1409,Mini Columbine,Aquilegia flabellata,12 in,8 in,Clump; Mound,Late spring,Unique blue/white flowers emerge late in spring.,Blue; White,Border,Full sun; Part sun,"3, 4, 5, 6, 7, 8, 9",Adaptable,A compact form of Aquilegia.
1877,Mini Pearl Daylily,Hemerocallis,16 in,24 in,Upright;     Mound,Early summer;      Mid-summer, ,Pink,Border;      Boulevard planting,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9",Adaptable,Divide in Late summer or fall.
1881,Mini Stella Daylily,Hemerocallis,12 in,20 in,Upright;     Mound,Early summer;      Late summer;      Mid-summer, ,Yellow,Border;      Boulevard planting,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9",Adaptable,Divide in Late summer or fall.
2769,Miniature Cattail,Typha minima,18 in,10 in,Upright,Early summer;     Mid-summer;     Late summer,Unusual small round cattails, ,Water garden,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9", ,"Grows in water depth 0 to 4""."
2574,Miniature Shrub Rose,Rosa hybrida,2 ft,1.5 ft,Upright,Summer,Many flower colors some fragrant, ,Border;     Cutting;     Fragrance;     Pollinator garden,Full sun,Annual,Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,Series: Sunblaze  Cupido. Good for pollinators.
669,Miniature Snowflake Mockorange,Philadelphus x,4 ft,3 ft,Compact,Spring,Fragrant double flowers disease resistant foliage,White,Border;      Foundation planting;      Fragrance;      Pollinator garden,Full sun;      Part sun,"4, 5, 6, 7, 8",Prefers well-drained,This compact  prolific bloomer was selected at Bailey Nurseries for its dwarf habit and excellent flowering. The double white flowers are extremely fragrant.  Blooms on old wood.
1641,Miniature Umbrella Palm,Cyperus alternifolius,24 in,12 in,Upright;     Open;     Narrow;     Clump,Early summer;     Mid-summer;     Late summer,"Water depth 0 to 4""", ,Water garden, ,Annual, , 
545,Miniglobe Honeysuckle,Lonicera x xylosteoides,4 ft,4 ft,Compact;      Rounded,Fall;      Spring;      Summer,Spring yellow flowers; grayish green foliage all season. Dark red berries in late summer;  early fall.,Yellow,Border;      Foundation planting;      Xeriscaping,Full sun;      Part sun,"3, 4, 5, 6", ,Introduced in 1981 by the Morden Research Station. Similar to 'Emerald Mound'  but hardier and more compact habit. Insignificant flowers and fruit. Blooms on old wood.
672,Minnesota Snowflake Mockorange,Philadelphus x virginalis,8 ft,6 ft,Arching,Spring;      Summer,White fragrant flowers in summer.,White,Border,Full sun,"4, 5, 6, 7, 8", ,Well branched shrub. Blooms on old wood.
2269,Mint,Mentha arvensis var. canadensis,15 in,15 in,Mound,Early summer; Mid-summer; Late summer,Aromatic leaves. Flowers attract pollinators.,Purple; White,Border; Butterfly garden; Container; Cutting; Drying; Edible landscape; Fragrance; Herb garden; Native; Natural planting; Pollinator garden; Raingarden,Full sun; Part sun,"4, 5, 6, 7, 8, 9", ,Aggressive. Leaves best fresh or frozen.  Various types of mint.
1925,Mint Condition Daylily,Hemerocallis,24 in,18 in,Upright;     Mound,Early summer;      Late summer;      Mid-summer,Heavily ruffled gold blooms with green throat,Gold,Border;      Boulevard planting,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9", , 
470,Mint Julep Juniper,Juniperus chinensis,6 ft,6 ft,Upright,Spring; Summer; Fall; Winter; Year-round,Mint green foliage all year., ,Border,Full sun,"4, 5, 6, 7, 8",Prefers well-drained; Tolerates alkaline; Tolerates dry, 
1121,Minuet Lilac,Syringa,8 ft,6 ft,Rounded,Spring,Single light lavender fragrant spring flowers. Large dark green leaves.,Lavender,Border;      Pollinator garden,Full sun,"2, 3, 4, 5, 6, 7", ,A 1972 introduction by COPF. Developed by Dr. W. A. Cumming. A late lilac with slower growth rate. Does not sucker. Good for pollinators.
2781,Minuet Spike Speedwell,Veronica spicata,20 in,15 in,Upright;     Clump,Early summer;      Mid-summer,Blooms almost all season long,Pink,Border;      Boulevard planting;      Cutting;      Pollinator garden,Full sun,"3, 4, 5, 6, 7", , 
1291,Minuet Weigela,Weigela florida,2 ft,3 ft,Rounded,Spring;      Summer,Red/purple flowers in late May-Early June and throughout growing season, ,Border;      Foundation planting,Full sun,"4, 5, 6, 7, 8",Adaptable,A COPF introduction developed at the Research Station in  Ottawa.  Flowers freely.  Slightly fragrant. Some winter injury possible.
2728,Minus Thyme,Thymus praecox,3 in,6 in,Creeping,Late spring,Tiny;  gray-green leaves form a dense;  low-growing mat., ,Container; Fairy garden; Ground cover; Herb garden; Rock garden,Full sun,"4, 5, 6, 7, 8",Prefers evenly-moist; Prefers loam; Prefers well-drained,Perfect for miniature landscapes. Not reliably hardy in Minnesota. Benefits from well-drained
2088,Minuteman Hosta,Hosta,22 in,30 in,Mound,Early summer;      Late summer;      Mid-summer,Dark green center and creamy Borderss on cupped leaves; lavender striped flowers,Lavender,Border;      Boulevard planting,Part sun,"3, 4, 5, 6, 7, 8, 9", , 
285,Miss Bateman Clematis,Clematis,7 ft,3 ft,Climbing; Twining, , ,White,Container,Full sun; Part sun,"3, 4, 5, 6, 7, 8, 9",Prefers evenly-moist; Prefers high organic matter; Prefers well-drained,Large white flowers have pink borders and contrasting green anthers. Compact and free-flowering. Ideal for container growing.
1122,Miss Canada Lilac,Syringa,9 ft,8 ft,Rounded;      Upright,Spring,Single bright pink fragrant spring flowers. Large foliage.,Pink,Border;      Pollinator garden,Full sun,"2, 3, 4, 5, 6, 7", ,Late flowering lilac.Vigorous grower  nonsuckering. Blooms prolifically in summer. Extremely hardy. Good for pollinators.
2484,Miss Elie Phlox,Phlox paniculata,42 in,24 in,Upright,Early summer; Mid-summer; Late summer,Rose petals and dark eye with dark foliage,Pink,Border; Butterfly garden; Fragrance; Pollinator garden,Full sun,"4, 5, 6, 7, 8, 9", ,Nectar source for adult butterflies.
1151,Miss Ellen Willmott Lilac,Syringa vulgaris,10 ft,10 ft,Upright, ,Double white fragrant spring flowers,White,Border; Pollinator garden,Full sun,"3, 4, 5, 6, 7",Prefers well-drained; Tolerates alkaline,French hybrid. Good for pollinators.
1133,Miss Kim Lilac,Syringa patula,7 ft,6 ft,Rounded,Fall;      Spring,Late spring purple flowers. Large leaves that turn burgundy-red in fall.,Purple,Foundation planting;      Hedge;      Pollinator garden,Full sun,"3, 4, 5, 6, 7",Prefers well-drained,Originally from Korea. Also known as Syringa velutina. Good for pollinators.
2461,Miss Lingard Phlox,Phlox maculata,30 in,24 in,Upright,Mid-summer,Repeat bloom if deadheadded,White,Border;      Fragrance;      Pollinator garden;     Butterfly garden,Full sun,"4, 5, 6, 7, 8", ,Nectar source for adult butterflies.
2505,Miss Manners Obedient Plant,Physostegia virginiana,18 in,24 in,Upright;     Narrow,Early fall;      Late summer;      Mid-summer,Vigorous grower;  lance-shaped leaves,White,Border;      Cutting;      Natural planting;      Pollinator garden;      Raingarden,Full sun;      Part sun,"2, 3, 4, 5, 6, 7, 8, 9", ,Deadhead to get late summer re-bloom. Bred by plant hunter Darrel Probst of Boston  MA. Spikes make excellent cut flowers. Native to the U.S. Common name arises from ability of individual flowers to hold any position you attempt to give them. Good for pollinators.
195,Mme. Edouard Andre Clematis,Clematis,12 ft,3 ft,Climbing; Twining, , ,Red, ,Full sun; Part sun,"2, 3, 4, 5, 6, 7, 8, 9",Prefers evenly-moist; Prefers high organic matter; Prefers well-drained; Tolerates alkaline,"Flowers are deep velvet red  6"" with cream anthers. Vigorous plant and a heavy bloomer."
1161,Mme. LeMoine Lilac,Syringa vulgaris,15 ft,12 ft,Upright,Spring; Summer,Spring white flowers,White,Border; Pollinator garden,Full sun,"3, 4, 5, 6, 7",Prefers well-drained; Tolerates alkaline,French hybrid. Named in honor of the wife of the originator of many French hybrids. Good for pollinators.
1845,Moehrheim Beauty Helenium,Helenium x,56 in,48 in,Upright,Late summer;     Early fall;     Mid-fall;     Latefall,Copper-red late summer blooms,Red,Prairie planting;     Backdrop,Full sun;     Part sun,"4, ", , 
1263,Mohican Viburnum,Viburnum lantana,6 ft,8 ft,Compact; Rounded; Upright, ,Creamy white spring flowers followed by orange-red fruit that turns black by fall, ,Border; Hedge,Full sun; Part sun,"3, 4, 5, 6, 7",Tolerates alkaline,Introduction by the U.S. National Arboretum. Selected for its compact growth.
907,Mollis Azalea,Rhododendron x kosteranum,5 ft,5 ft,Rounded, ,An abundance of large orange/salmon flowers emerge in early spring. Summer foliage is a deep green color.,Orange,Border; Foundation planting,Full sun; Part sun,"4, 5, 6, 7",Prefers acidic,From the University of Minnesota collection of hardy Azaleas. Prune after flowering in the spring.
1959,Molly Bush Heuchera,Heuchera,9 in,12 in,Clump;      Mound,Early summer;      Mid-summer;      Late summer,Cream flower. Dark glossy crinkled foliage,White,Border,Full sun;      Part sun,"4, 5, 6, 7", ,Cream flower. Dark glossy crinkled foliage. Darker and more consistent than Palace Purple.
2255,Moneywort,Lysimachia nummularia,4 in,20 in,Upright;     Rounded,Early fall;      Late summer;      Mid-summer,Bright yellow foliage all season,Orange,Border,Full sun;      Part sun,"3, 4, 5, 6, 7, 8",Prefers evenly-moist,Very aggressive spreader
1163,Monge Lilac,Syringa vulgaris,12 ft,12 ft,Upright, ,Single reddish-purple fragrant spring flowers,Magenta,Border; Cutting; Fragrance; Pollinator garden,Full sun,"3, 4, 5, 6, 7",Prefers well-drained; Tolerates alkaline,A French hybrid. Long stems that make it good for cut flowers. Good for pollinators.
2275,Monkey Flower,Mimulus x hybridus,12 in,9 in,Upright;     Mound,Early summer;     Mid-summer;     Late summer,Flowers may be solid or have a speckled pattern,Red;  Yellow;  Orange;  White,Border;     Container,Part sun;     Part shade;     Full shade,Annual,Prefers evenly-moist,Prefers cool weather.  Deadhead regularly.
1331,Monkshood,Aconitum x cammarum,48 in,36 in,Clump;      Upright,Late summer;      Early fall,Dark blue blooms,Dark blue,Border;      Cutting;      Drying; ,Full sun;      Part sun,"3, 4, 5, 6, 7, 8",Prefers evenly-moist;      Prefers well-drained;     Prefers high organic matter,All parts of this plant are poisonous.  Wear gloves when working with the plants or plant parts. Divide in early spring. Two - three years for plants to mature. Not suitable for gardens with small children.
1152,Montaigne Lilac,Syringa vulgaris,12 ft,10 ft,Upright,Spring; Summer,Double lilac-pink fragrant spring flowers,Pink,Border; Pollinator garden,Full sun,"3, 4, 5, 6, 7",Prefers well-drained; Tolerates alkaline,An early French hybrid introduction. Longer stems make this a good cut flower. Good for pollinators.
2114,Montana Aureomarginata Hosta,Hosta montana,36 in,60 in,Mound,Early summer;      Late summer;      Mid-summer,Huge green leaves with wide;  irregular golden yellow margins.,White,Border;      Boulevard planting,Full shade;      Part shade,"4, 5, 6, 7, 8", , 
1500,Montgomery Astilbe,Astilbe japonica,24 in,24 in,Mound; Upright,Late summer; Early fall,Red tinged foliage;  red stems and dark red flowers,Red,Border; Cutting,Full sun; Part sun,"4, 5, 6, 7, 8",Prefers evenly-moist; Tolerates alkaline, 
